clientid,client_name,client_phone,client_email,looking_for,requirements,status,client_bhk,client_furnishing,client_location,client_flexible_location,client_budget,client_listing_type
CL-1558,Rajata Jayaraman,91074540,rajata.80@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹50k",On Hold,3,Unfurnished,Mira Road East,False,50000,Rent
CL-1559,Wishi Nanda,4920429648,wishi.48@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹70L",Lost Interest,1,,Bhayandar East,False,7000000,Sale
CL-1560,Vidhi Brahmbhatt,2652490388,vidhi.47@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹60L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,6000000,Sale
CL-1561,Ganga Mody,915205119072,ganga.82@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹85L",On Hold,2,,Mira Road East,False,8500000,Sale
CL-1562,Mason Sethi,6687878899,mason.69@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹37k",On Hold,2,Fully Furnished,Bhayandar East,False,37000,Rent
CL-1563,Yashvi Bandi,2087328289,yashvi.37@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹160L",Actively Searching,3,,Mira Road East,False,16000000,Sale
CL-1564,Nidra Kuruvilla,915481356219,nidra.20@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹20k",Site Visit Planned,1,Semi-Furnished,Bhayandar West,False,20000,Rent
CL-1565,Bakhshi Som,9071544211,bakhshi.66@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹125L",Deal Closed,2,,Anywhere in Mira Bhayandar,True,12500000,Sale
CL-1566,Hemal Chawla,915757802129,hemal.78@example.com,Rent,"3 BHK Unfurnished in Bhayandar East, Rent up to â‚¹48k",Site Visit Planned,3,Unfurnished,Bhayandar East,False,48000,Rent
CL-1567,Raksha Malhotra,918734704558,raksha.48@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹65L",Negotiating,1,,Mira Road East,False,6500000,Sale
CL-1568,Nidhi Edwin,2604829671,nidhi.32@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹130L",Deal Closed,2,,Mira Road East,False,13000000,Sale
CL-1569,Banjeet Pathak,912434079225,banjeet.92@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹160L",Site Visit Planned,3,,Mira Road East,False,16000000,Sale
CL-1570,Yuvraj Tiwari,2985463754,yuvraj.44@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹240L",Lost Interest,3,,Anywhere in Mira Bhayandar,True,24000000,Sale
CL-1571,Falak Hora,911614657858,falak.33@example.com,Rent,"2 BHK Unfurnished in Bhayandar East, Rent up to â‚¹31k",Site Visit Planned,2,Unfurnished,Bhayandar East,False,31000,Rent
CL-1572,Yadavi Bhattacharyya,9892569769,yadavi.82@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹19k",Site Visit Planned,1,Unfurnished,Bhayandar East,False,19000,Rent
CL-1573,Oni Sunder,8222430532,oni.50@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹70L",Negotiating,1,,Mira Road East,False,7000000,Sale
CL-1574,Leela Sankar,7585877125,leela.93@example.com,Rent,"2 BHK Unfurnished in Bhayandar East, Rent up to â‚¹31k",Site Visit Planned,2,Unfurnished,Bhayandar East,False,31000,Rent
CL-1575,Samarth Shan,4972050783,samarth.24@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹24k",Site Visit Planned,1,Semi-Furnished,Mira Road East,False,24000,Rent
CL-1576,Krishna Sahni,910363033756,krishna.13@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹135L",Actively Searching,2,,Bhayandar West,False,13500000,Sale
CL-1577,Ekansh Sharaf,914244877993,ekansh.3@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹120L",Actively Searching,2,,Bhayandar West,False,12000000,Sale
CL-1578,Ekalinga Kulkarni,915680154585,ekalinga.17@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹22k",Deal Closed,1,Fully Furnished,Anywhere in Mira Bhayandar,True,22000,Rent
CL-1579,Max Prasad,1994170877,max.56@example.com,Rent,"1 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹19k",Site Visit Planned,1,Semi-Furnished,Anywhere in Mira Bhayandar,True,19000,Rent
CL-1580,Advika Gola,913078714477,advika.38@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹90L",Negotiating,2,,Mira Road East,False,9000000,Sale
CL-1581,Raksha Sandhu,916423699062,raksha.30@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",Lost Interest,1,,Bhayandar West,False,6500000,Sale
CL-1582,Bhavani Shah,1004534323,bhavani.47@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹35k",Deal Closed,2,Fully Furnished,Mira Road East,False,35000,Rent
CL-1583,Gavin Ganesan,911696872000,gavin.30@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹36k",Lost Interest,2,Fully Furnished,Mira Road East,False,36000,Rent
CL-1584,Advay Bhardwaj,4671296258,advay.65@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹85L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,8500000,Sale
CL-1585,Qabil Bhagat,911119297902,qabil.73@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹190L",Site Visit Planned,3,,Bhayandar West,False,19000000,Sale
CL-1586,Zilmil Bala,7479144464,zilmil.50@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹145L",Site Visit Planned,2,,Bhayandar West,False,14500000,Sale
CL-1587,Isha Tara,2102624042,isha.55@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹220L",Lost Interest,3,,Bhayandar East,False,22000000,Sale
CL-1588,Yashawini Dewan,917339153317,yashawini.91@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹50L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,5000000,Sale
CL-1589,Aarna Rajagopalan,919559552714,aarna.11@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹20k",Lost Interest,1,Fully Furnished,Bhayandar East,False,20000,Rent
CL-1590,Dhruv Grover,5410721080,dhruv.23@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹22k",Site Visit Planned,1,Semi-Furnished,Bhayandar East,False,22000,Rent
CL-1591,Aadi Andra,913441012009,aadi.83@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹33k",On Hold,2,Unfurnished,Mira Road East,False,33000,Rent
CL-1592,Faraj Chaudhuri,528216557,faraj.33@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹44k",On Hold,3,Unfurnished,Mira Road East,False,44000,Rent
CL-1593,Zayan Dasgupta,3734452829,zayan.90@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹50L",On Hold,1,,Bhayandar East,False,5000000,Sale
CL-1594,Shivansh Patla,2505456020,shivansh.64@example.com,Rent,"3 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹48k",Actively Searching,3,Fully Furnished,Bhayandar East,False,48000,Rent
CL-1595,Matthew Hegde,4658553805,matthew.89@example.com,Rent,"2 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹33k",Negotiating,2,Semi-Furnished,Mira Road East,False,33000,Rent
CL-1596,Ekalinga Dutt,4780474530,ekalinga.48@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹50L",Deal Closed,1,,Bhayandar West,False,5000000,Sale
CL-1597,Ekavir Kurian,915605830494,ekavir.33@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹170L",Deal Closed,3,,Mira Road East,False,17000000,Sale
CL-1598,Zehaan Mannan,9236748966,zehaan.57@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹115L",Site Visit Planned,2,,Bhayandar West,False,11500000,Sale
CL-1599,Champak Palla,7884368631,champak.95@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹22k",Site Visit Planned,1,Semi-Furnished,Bhayandar East,False,22000,Rent
CL-1600,Isha Kara,7634369131,isha.91@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹30k",Actively Searching,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,30000,Rent
CL-1601,Daksha Krishna,1305825400,daksha.29@example.com,Rent,"1 BHK Unfurnished in Mira Road East, Rent up to â‚¹22k",Deal Closed,1,Unfurnished,Mira Road East,False,22000,Rent
CL-1602,Aditya Bhat,6072342147,aditya.23@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹135L",On Hold,2,,Mira Road East,False,13500000,Sale
CL-1603,Tanvi Khalsa,7352023115,tanvi.81@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹180L",Site Visit Planned,3,,Bhayandar East,False,18000000,Sale
CL-1604,Pushti Murthy,8602918643,pushti.3@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹24k",Negotiating,1,Fully Furnished,Mira Road East,False,24000,Rent
CL-1605,Jason Roy,910928532855,jason.12@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹120L",Deal Closed,2,,Mira Road East,False,12000000,Sale
CL-1606,Sai Sachdeva,7735087932,sai.28@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹52k",On Hold,3,Unfurnished,Mira Road East,False,52000,Rent
CL-1607,Ojasvi Datta,9277939287,ojasvi.96@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹95L",Lost Interest,2,,Bhayandar East,False,9500000,Sale
CL-1608,Nicholas Chokshi,1955080697,nicholas.59@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹19k",Lost Interest,1,Unfurnished,Bhayandar East,False,19000,Rent
CL-1609,Jeet Upadhyay,1631422969,jeet.7@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹85L",Negotiating,2,,Bhayandar West,False,8500000,Sale
CL-1610,Chakradev Ram,6486382482,chakradev.67@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹24k",Deal Closed,1,Semi-Furnished,Bhayandar East,False,24000,Rent
CL-1611,Warhi Malhotra,2191544604,warhi.99@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹19k",On Hold,1,Semi-Furnished,Bhayandar West,False,19000,Rent
CL-1612,Umang Mitra,917702233699,umang.90@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹23k",Site Visit Planned,1,Fully Furnished,Bhayandar West,False,23000,Rent
CL-1613,Neelima Madan,911812471218,neelima.60@example.com,Rent,"3 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹56k",Actively Searching,3,Semi-Furnished,Mira Road East,False,56000,Rent
CL-1614,Oeshi Vala,958103314,oeshi.50@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹65L",Site Visit Planned,1,,Bhayandar East,False,6500000,Sale
CL-1615,Umang Choudhury,5852922553,umang.19@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹200L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,20000000,Sale
CL-1616,Luke Sekhon,914196200018,luke.90@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹220L",On Hold,3,,Bhayandar East,False,22000000,Sale
CL-1617,Azad Seth,914506419610,azad.69@example.com,Rent,"2 BHK Fully Furnished in Mira Road East, Rent up to â‚¹34k",On Hold,2,Fully Furnished,Mira Road East,False,34000,Rent
CL-1618,Yatin Shenoy,683558351,yatin.77@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹140L",Negotiating,2,,Mira Road East,False,14000000,Sale
CL-1619,Januja Gill,917015983717,januja.30@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹34k",Actively Searching,2,Semi-Furnished,Bhayandar West,False,34000,Rent
CL-1620,Gauri Varkey,916564673582,gauri.4@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹170L",Actively Searching,3,,Anywhere in Mira Bhayandar,True,17000000,Sale
CL-1621,Tanvi Handa,8542224443,tanvi.99@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹115L",Deal Closed,2,,Anywhere in Mira Bhayandar,True,11500000,Sale
CL-1622,Ayaan Parmar,1262970926,ayaan.48@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹115L",Actively Searching,2,,Bhayandar East,False,11500000,Sale
CL-1623,Yatan Dara,4059012466,yatan.89@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹36k",Lost Interest,2,Semi-Furnished,Bhayandar West,False,36000,Rent
CL-1624,Anirudh Sen,6350429646,anirudh.92@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹220L",Negotiating,3,,Bhayandar West,False,22000000,Sale
CL-1625,Alka Ravel,2265703765,alka.93@example.com,Rent,"3 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹44k",Site Visit Planned,3,Unfurnished,Anywhere in Mira Bhayandar,True,44000,Rent
CL-1626,Eshana Agate,917624178199,eshana.49@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹50L",Actively Searching,1,,Mira Road East,False,5000000,Sale
CL-1627,Idika Bera,919493321255,idika.68@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹39k",On Hold,2,Unfurnished,Anywhere in Mira Bhayandar,True,39000,Rent
CL-1628,Anusha Kaul,917395876816,anusha.56@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹200L",Lost Interest,3,,Bhayandar West,False,20000000,Sale
CL-1629,Dev Bala,3692663256,dev.60@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹115L",Lost Interest,2,,Mira Road East,False,11500000,Sale
CL-1630,Orinder Borah,912790254657,orinder.57@example.com,Rent,"1 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹21k",Actively Searching,1,Unfurnished,Anywhere in Mira Bhayandar,True,21000,Rent
CL-1631,Ishaan Nagar,7253158360,ishaan.15@example.com,Rent,"2 BHK Unfurnished in Bhayandar West, Rent up to â‚¹34k",On Hold,2,Unfurnished,Bhayandar West,False,34000,Rent
CL-1632,Tanveer Divan,917974381110,tanveer.2@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹135L",Site Visit Planned,2,,Mira Road East,False,13500000,Sale
CL-1633,Harshil Gill,919188544617,harshil.99@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹170L",Negotiating,3,,Mira Road East,False,17000000,Sale
CL-1634,Xalak Vyas,2899475473,xalak.36@example.com,Rent,"2 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹29k",Negotiating,2,Fully Furnished,Anywhere in Mira Bhayandar,True,29000,Rent
CL-1635,Yochana Din,915706715462,yochana.25@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹65L",Site Visit Planned,1,,Bhayandar East,False,6500000,Sale
CL-1636,Lakshmi Padmanabhan,911274712006,lakshmi.66@example.com,Rent,"3 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹42k",Site Visit Planned,3,Fully Furnished,Anywhere in Mira Bhayandar,True,42000,Rent
CL-1637,Amara Vig,915007634465,amara.67@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹50L",Lost Interest,1,,Anywhere in Mira Bhayandar,True,5000000,Sale
CL-1638,Avni Kalita,3571859525,avni.93@example.com,Rent,"1 BHK Unfurnished in Bhayandar West, Rent up to â‚¹21k",Negotiating,1,Unfurnished,Bhayandar West,False,21000,Rent
CL-1639,Pranit Pandit,1684664770,pranit.45@example.com,Rent,"1 BHK Semi-Furnished in Mira Road East, Rent up to â‚¹22k",Lost Interest,1,Semi-Furnished,Mira Road East,False,22000,Rent
CL-1640,Lucky Mann,910070298153,lucky.43@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹46k",On Hold,3,Semi-Furnished,Bhayandar East,False,46000,Rent
CL-1641,Xiti Sharaf,3054465892,xiti.52@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹50L",Actively Searching,1,,Anywhere in Mira Bhayandar,True,5000000,Sale
CL-1642,Azad Kumer,7140482451,azad.30@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹115L",Negotiating,2,,Anywhere in Mira Bhayandar,True,11500000,Sale
CL-1643,Mugdha Bir,1169269562,mugdha.41@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹18k",Actively Searching,1,Fully Furnished,Bhayandar West,False,18000,Rent
CL-1644,Kevin Rama,17003023,kevin.67@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹115L",Site Visit Planned,2,,Mira Road East,False,11500000,Sale
CL-1645,Devansh Chhabra,5481513113,devansh.32@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹230L",Lost Interest,3,,Anywhere in Mira Bhayandar,True,23000000,Sale
CL-1646,Michael Magar,917026245542,michael.77@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹95L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,9500000,Sale
CL-1647,Brijesh Murthy,2201122853,brijesh.23@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹32k",Negotiating,2,Semi-Furnished,Bhayandar West,False,32000,Rent
CL-1648,Ekaja Mukherjee,7424401852,ekaja.30@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹170L",On Hold,3,,Mira Road East,False,17000000,Sale
CL-1649,Tejas Baral,4396176692,tejas.65@example.com,Rent,"2 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹33k",Negotiating,2,Unfurnished,Anywhere in Mira Bhayandar,True,33000,Rent
CL-1650,Yauvani Hora,3294444395,yauvani.24@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹95L",Site Visit Planned,2,,Bhayandar East,False,9500000,Sale
CL-1651,Ethan Sarma,5757351938,ethan.92@example.com,Rent,"1 BHK Unfurnished in Bhayandar East, Rent up to â‚¹24k",Deal Closed,1,Unfurnished,Bhayandar East,False,24000,Rent
CL-1652,Ikbal Kunda,916014740600,ikbal.39@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹23k",Actively Searching,1,Fully Furnished,Bhayandar West,False,23000,Rent
CL-1653,Samarth Seshadri,917899500961,samarth.78@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹145L",Deal Closed,2,,Anywhere in Mira Bhayandar,True,14500000,Sale
CL-1654,Ridhi Khalsa,3781622647,ridhi.71@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹27k",On Hold,2,Semi-Furnished,Bhayandar West,False,27000,Rent
CL-1655,Zilmil Sinha,7239950527,zilmil.1@example.com,Rent,"1 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹21k",Site Visit Planned,1,Unfurnished,Anywhere in Mira Bhayandar,True,21000,Rent
CL-1656,Zansi Mander,910701569439,zansi.3@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹220L",Deal Closed,3,,Mira Road East,False,22000000,Sale
CL-1657,Jonathan Mall,326891187,jonathan.89@example.com,Sale,"3 BHK in Bhayandar East, Budget â‚¹190L",Negotiating,3,,Bhayandar East,False,19000000,Sale
CL-1658,Girik Ramachandran,1452109072,girik.24@example.com,Rent,"3 BHK Unfurnished in Bhayandar West, Rent up to â‚¹52k",Site Visit Planned,3,Unfurnished,Bhayandar West,False,52000,Rent
CL-1659,Raksha Jayaraman,917369537859,raksha.92@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹170L",Site Visit Planned,3,,Mira Road East,False,17000000,Sale
CL-1660,Waida Atwal,1803887111,waida.50@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹85L",Negotiating,2,,Bhayandar East,False,8500000,Sale
CL-1661,Wazir Swamy,914566959582,wazir.35@example.com,Rent,"1 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹21k",Deal Closed,1,Fully Furnished,Bhayandar East,False,21000,Rent
CL-1662,Meera Tak,917368642333,meera.90@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹200L",Actively Searching,3,,Bhayandar West,False,20000000,Sale
CL-1663,Gunbir Sundaram,6109158359,gunbir.61@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹55L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,5500000,Sale
CL-1664,Onveer Garg,5037933027,onveer.52@example.com,Rent,"2 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹25k",Site Visit Planned,2,Semi-Furnished,Bhayandar West,False,25000,Rent
CL-1665,Gunbir Kumar,9380857288,gunbir.29@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹120L",Deal Closed,2,,Mira Road East,False,12000000,Sale
CL-1666,Jeremiah Rajagopal,910924561902,jeremiah.75@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹200L",Site Visit Planned,3,,Anywhere in Mira Bhayandar,True,20000000,Sale
CL-1667,Leela Deshmukh,912800763209,leela.58@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹180L",Lost Interest,3,,Anywhere in Mira Bhayandar,True,18000000,Sale
CL-1668,Manbir Majumdar,919957702540,manbir.51@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹115L",Deal Closed,2,,Bhayandar West,False,11500000,Sale
CL-1669,Agastya Ramaswamy,4730589163,agastya.65@example.com,Rent,"2 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹34k",Actively Searching,2,Fully Furnished,Bhayandar West,False,34000,Rent
CL-1670,Vihaan Kadakia,8510780983,vihaan.35@example.com,Rent,"3 BHK Unfurnished in Mira Road East, Rent up to â‚¹48k",Site Visit Planned,3,Unfurnished,Mira Road East,False,48000,Rent
CL-1671,Gopal Kale,918201016207,gopal.46@example.com,Sale,"1 BHK in Mira Road East, Budget â‚¹70L",Lost Interest,1,,Mira Road East,False,7000000,Sale
CL-1672,Imaran Chaudhari,3397356527,imaran.90@example.com,Rent,"2 BHK Fully Furnished in Bhayandar East, Rent up to â‚¹35k",Lost Interest,2,Fully Furnished,Bhayandar East,False,35000,Rent
CL-1673,Yatan Mand,1662718501,yatan.67@example.com,Sale,"2 BHK in Bhayandar East, Budget â‚¹85L",Actively Searching,2,,Bhayandar East,False,8500000,Sale
CL-1674,Nakul Sarna,839178715,nakul.38@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹19k",Site Visit Planned,1,Semi-Furnished,Bhayandar East,False,19000,Rent
CL-1675,Aarush Handa,917724230184,aarush.56@example.com,Rent,"1 BHK Fully Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹23k",Deal Closed,1,Fully Furnished,Anywhere in Mira Bhayandar,True,23000,Rent
CL-1676,Vritti Hans,913333729883,vritti.6@example.com,Rent,"1 BHK Fully Furnished in Mira Road East, Rent up to â‚¹24k",Lost Interest,1,Fully Furnished,Mira Road East,False,24000,Rent
CL-1677,Shivani Brar,9590261796,shivani.66@example.com,Sale,"1 BHK in Bhayandar East, Budget â‚¹50L",Deal Closed,1,,Bhayandar East,False,5000000,Sale
CL-1678,Abha Suresh,160197687,abha.52@example.com,Rent,"1 BHK Semi-Furnished in Bhayandar East, Rent up to â‚¹19k",Negotiating,1,Semi-Furnished,Bhayandar East,False,19000,Rent
CL-1679,Avi Dugar,8885856941,avi.56@example.com,Rent,"1 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹20k",Negotiating,1,Fully Furnished,Bhayandar West,False,20000,Rent
CL-1680,Ishaan Yadav,917623211321,ishaan.81@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹56k",Lost Interest,3,Fully Furnished,Mira Road East,False,56000,Rent
CL-1681,Anya Contractor,1092384110,anya.26@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹220L",Actively Searching,3,,Mira Road East,False,22000000,Sale
CL-1682,Vrishti Chokshi,8915899354,vrishti.33@example.com,Sale,"3 BHK in Bhayandar West, Budget â‚¹240L",On Hold,3,,Bhayandar West,False,24000000,Sale
CL-1683,Amrita Tiwari,7350896720,amrita.10@example.com,Sale,"1 BHK in Anywhere in Mira Bhayandar, Budget â‚¹70L",Deal Closed,1,,Anywhere in Mira Bhayandar,True,7000000,Sale
CL-1684,Harinakshi Nori,6442048662,harinakshi.50@example.com,Sale,"3 BHK in Mira Road East, Budget â‚¹150L",Actively Searching,3,,Mira Road East,False,15000000,Sale
CL-1685,Anvi Jayaraman,8861939570,anvi.63@example.com,Rent,"3 BHK Semi-Furnished in Bhayandar West, Rent up to â‚¹48k",Actively Searching,3,Semi-Furnished,Bhayandar West,False,48000,Rent
CL-1686,Reyansh Sachar,1799191003,reyansh.10@example.com,Rent,"1 BHK Unfurnished in Bhayandar West, Rent up to â‚¹19k",Lost Interest,1,Unfurnished,Bhayandar West,False,19000,Rent
CL-1687,Vincent Dyal,7413733620,vincent.28@example.com,Sale,"2 BHK in Bhayandar West, Budget â‚¹85L",Deal Closed,2,,Bhayandar West,False,8500000,Sale
CL-1688,Yoshita Kala,7844327060,yoshita.62@example.com,Rent,"3 BHK Fully Furnished in Mira Road East, Rent up to â‚¹40k",Lost Interest,3,Fully Furnished,Mira Road East,False,40000,Rent
CL-1689,Reyansh Sampath,913118144668,reyansh.36@example.com,Rent,"2 BHK Semi-Furnished in Anywhere in Mira Bhayandar, Rent up to â‚¹32k",Actively Searching,2,Semi-Furnished,Anywhere in Mira Bhayandar,True,32000,Rent
CL-1690,Nilima Sant,4998268729,nilima.86@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹110L",Site Visit Planned,2,,Mira Road East,False,11000000,Sale
CL-1691,Abhimanyu Badal,914727723306,abhimanyu.72@example.com,Sale,"3 BHK in Anywhere in Mira Bhayandar, Budget â‚¹230L",On Hold,3,,Anywhere in Mira Bhayandar,True,23000000,Sale
CL-1692,Darsh Manda,2375160880,darsh.7@example.com,Rent,"2 BHK Unfurnished in Mira Road East, Rent up to â‚¹38k",Lost Interest,2,Unfurnished,Mira Road East,False,38000,Rent
CL-1693,Ikshita Nigam,2290400354,ikshita.17@example.com,Rent,"2 BHK Unfurnished in Bhayandar East, Rent up to â‚¹27k",Deal Closed,2,Unfurnished,Bhayandar East,False,27000,Rent
CL-1694,George Hora,9925013287,george.62@example.com,Sale,"2 BHK in Mira Road East, Budget â‚¹115L",Negotiating,2,,Mira Road East,False,11500000,Sale
CL-1695,Ekbal Bali,7261382935,ekbal.86@example.com,Rent,"1 BHK Unfurnished in Anywhere in Mira Bhayandar, Rent up to â‚¹19k",Site Visit Planned,1,Unfurnished,Anywhere in Mira Bhayandar,True,19000,Rent
CL-1696,Gayathri Bhandari,914242282930,gayathri.58@example.com,Rent,"2 BHK Fully Furnished in Bhayandar West, Rent up to â‚¹37k",Negotiating,2,Fully Furnished,Bhayandar West,False,37000,Rent
CL-1697,Lakshmi Chana,239576478,lakshmi.90@example.com,Sale,"1 BHK in Bhayandar West, Budget â‚¹65L",On Hold,1,,Bhayandar West,False,6500000,Sale
CL-1698,Aryan Sabharwal,916083486854,aryan.38@example.com,Sale,"2 BHK in Anywhere in Mira Bhayandar, Budget â‚¹115L",Actively Searching,2,,Anywhere in Mira Bhayandar,True,11500000,Sale
